Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Imagine: Party Babyz,Wii,2008.0,Simulation,Ubisoft,0.33,0.02,0.0,0.03,0.37,,,6.1,18.0,Ubisoft,E
LEGO Star Wars III: The Clone Wars,PSP,2011.0,Action,LucasArts,0.14,0.15,0.0,0.08,0.37,63.0,4.0,,,Traveller's Tales,E10+
NBA 2K7,PS3,2006.0,Sports,Take-Two Interactive,0.3,0.04,0.0,0.03,0.37,80.0,20.0,7.4,8.0,Visual Concepts,E
Kileak: The DNA Imperative,PS,1994.0,Shooter,Sony Computer Entertainment,0.08,0.06,0.21,0.02,0.37,,,,,,
Petz: Catz 2,PS2,2006.0,Simulation,Ubisoft,0.18,0.14,0.0,0.05,0.37,,,,,Ubisoft,E
Just Dance 4,WiiU,2012.0,Misc,Ubisoft,0.21,0.13,0.0,0.03,0.37,66.0,14.0,7.8,37.0,Ubisoft Paris,E10+
Phantasy Star Portable 2: Infinity,PSP,2011.0,Role-Playing,Sega,0.0,0.0,0.37,0.0,0.37,,,,,,
"Monsters, Inc. Scream Arena",GC,2002.0,Platform,THQ,0.29,0.07,0.0,0.01,0.37,39.0,7.0,4.7,14.0,Radical Entertainment,E
Reel Fishing III,PS2,2003.0,Sports,Natsume,0.18,0.14,0.0,0.05,0.37,,,7.8,19.0,Open Sesame,E
Cabela's Deer Hunt 2005 Season,PS2,2004.0,Sports,Activision,0.18,0.14,0.0,0.05,0.37,,,8.7,15.0,Sand Grain Studios,T
Monster Jam: Path of Destruction,DS,2010.0,Racing,Activision,0.34,0.0,0.0,0.03,0.37,,,,,Virtuos,E
Need for Speed: Hot Pursuit,PC,2010.0,Racing,Electronic Arts,0.12,0.2,0.0,0.05,0.37,86.0,14.0,6.7,556.0,Criterion Games,E10+
Rampage: Total Destruction,PS2,2006.0,Action,Midway Games,0.18,0.14,0.0,0.05,0.37,51.0,34.0,7.0,15.0,"Pipeworks Software, Inc.",E10+
High Heat Major League Baseball 2003,PS2,2002.0,Sports,3DO,0.18,0.14,0.0,0.05,0.37,84.0,23.0,7.9,7.0,3DO,E
Trivial Pursuit,X360,2009.0,Misc,Electronic Arts,0.12,0.21,0.0,0.04,0.37,66.0,19.0,6.4,9.0,EA Bright Light,E
Super Formation Soccer 94,SNES,1994.0,Sports,Human Entertainment,0.0,0.0,0.37,0.0,0.37,,,,,,
Kingdom Under Fire: Circle of Doom,X360,2007.0,Role-Playing,Microsoft Game Studios,0.18,0.12,0.04,0.03,0.37,55.0,44.0,5.9,49.0,Blueside,M
Panzer Dragoon,SAT,1995.0,Shooter,Sega,0.0,0.0,0.37,0.0,0.37,,,,,,
Spider-Man: Friend or Foe,PS2,2007.0,Action,Activision,0.31,0.01,0.0,0.05,0.37,62.0,15.0,8.3,19.0,Next Level Games,E10+
Yarudora Series Vol.1: Double Cast,PS,1998.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.35,0.02,0.37,,,,,,
Rec Room Games,Wii,2009.0,Sports,Destineer,0.35,0.0,0.0,0.03,0.37,,,,,Arcade Moon,E
EA Sports MMA,PS3,2010.0,Fighting,Electronic Arts,0.16,0.14,0.01,0.06,0.37,77.0,47.0,6.9,38.0,EA Tiburon,T
Guitar Hero On Tour: Modern Hits,DS,2009.0,Misc,Activision,0.13,0.2,0.0,0.04,0.37,70.0,30.0,6.3,7.0,Activision,E10+
Quake 4,X360,2005.0,Shooter,Activision,0.32,0.02,0.0,0.03,0.37,75.0,52.0,6.7,80.0,Raven Software,M
Tiger Woods PGA Tour 14,PS3,2013.0,Sports,Electronic Arts,0.16,0.14,0.0,0.07,0.37,74.0,28.0,3.8,26.0,EA Tiburon,E
Skate,PS3,2007.0,Sports,Electronic Arts,0.29,0.04,0.0,0.03,0.37,85.0,31.0,8.2,57.0,EA Black Box,T
Cabela's Big Game Hunter 2012,Wii,2011.0,Sports,Activision,0.33,0.02,0.0,0.02,0.37,,,,,Activision,T
Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,N64,2000.0,Role-Playing,ChunSoft,0.0,0.0,0.32,0.05,0.37,,,,,,
Turok: Rage Wars,N64,1999.0,Shooter,Acclaim Entertainment,0.3,0.06,0.0,0.0,0.37,,,,,,
Scooby-Doo! Classic Creep Capers,N64,2000.0,Action,THQ,0.3,0.06,0.0,0.0,0.37,,,,,,
Rage,PC,2011.0,Shooter,Bethesda Softworks,0.14,0.18,0.0,0.06,0.37,79.0,32.0,5.2,1618.0,id Software,M
Dragonfire,2600,1981.0,Action,Imagic,0.35,0.02,0.0,0.0,0.37,,,,,,
Custom Robo,GC,2004.0,Role-Playing,Nintendo,0.29,0.07,0.0,0.01,0.37,65.0,31.0,8.1,27.0,Noise Inc.,T
Prince of Persia: The Forgotten Sands,PSP,2010.0,Action,Ubisoft,0.09,0.18,0.01,0.1,0.37,65.0,10.0,7.4,14.0,Ubisoft Quebec,T
BioShock The Collection,PS4,2016.0,Shooter,Take-Two Interactive,0.1,0.19,0.02,0.06,0.37,84.0,39.0,8.5,210.0,2K Games,M
Theatrhythm Final Fantasy: Curtain Call,3DS,2014.0,Misc,Square Enix,0.13,0.08,0.15,0.02,0.37,83.0,52.0,8.2,66.0,Indies Zero,T
DiRT 2,Wii,2009.0,Racing,Codemasters,0.1,0.22,0.0,0.04,0.37,51.0,10.0,5.5,22.0,Codemasters,E10+
Pac-Man World 2,GC,2002.0,Action,Nintendo,0.28,0.07,0.0,0.01,0.37,74.0,18.0,8.3,19.0,Namco,E
Kotoba no Puzzle: Mojipittan DS,DS,2007.0,Puzzle,Namco Bandai Games,0.0,0.0,0.37,0.0,0.37,,,,,,
Tomb Raider: Legend,X360,2006.0,Action,Eidos Interactive,0.27,0.07,0.01,0.03,0.37,80.0,54.0,7.3,84.0,Crystal Dynamics,T
Rocket League,PS4,2016.0,Sports,505 Games,0.03,0.28,0.0,0.05,0.37,85.0,50.0,8.7,1290.0,Psyonix,E
The BIGS,Wii,2007.0,Sports,Take-Two Interactive,0.34,0.0,0.0,0.03,0.37,66.0,15.0,7.1,14.0,Blue Castle Games,E
Barbie Horse Adventures: Blue Ribbon Race,GBA,2003.0,Sports,Knowledge Adventure,0.26,0.1,0.0,0.01,0.37,,,,,,
Destiny: The Taken King,PS3,2015.0,Shooter,Activision,0.17,0.11,0.02,0.06,0.37,,,5.5,81.0,Bungie,T
Skylanders: SuperChargers,PS3,2015.0,Action,Activision,0.16,0.15,0.0,0.06,0.37,,,4.2,6.0,Vicarious Visions,E10+
The Legend of Spyro: A New Beginning,DS,2006.0,Platform,Vivendi Games,0.33,0.01,0.0,0.03,0.37,68.0,10.0,6.8,8.0,Amaze Entertainment,E
Imagine: Salon Stylist,DS,2009.0,Simulation,Ubisoft,0.23,0.1,0.0,0.03,0.37,,,,,Playbox Limited,E
Juiced 2: Hot Import Nights,PSP,2007.0,Racing,THQ,0.06,0.2,0.0,0.11,0.37,73.0,6.0,7.8,11.0,Juice Games,T
Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,GBA,2003.0,Adventure,Square Enix,0.0,0.0,0.36,0.01,0.37,,,,,,
Dungeon Siege III,X360,2011.0,Role-Playing,Square Enix,0.21,0.12,0.01,0.03,0.37,72.0,55.0,5.9,102.0,Obsidian Entertainment,T
Hell's Kitchen: The Game,DS,2008.0,Simulation,Ubisoft,0.34,0.0,0.0,0.03,0.37,,,,,,
DiRT Rally,PS4,2016.0,Racing,Codemasters,0.04,0.27,0.0,0.05,0.37,85.0,46.0,8.1,196.0,Codemasters,E
NFL Street 2 Unleashed,PSP,2005.0,Sports,Electronic Arts,0.34,0.0,0.0,0.03,0.37,73.0,23.0,7.4,14.0,EA Tiburon,E
Super Robot Taisen EX,SNES,1994.0,Strategy,Banpresto,0.0,0.0,0.37,0.0,0.37,,,,,,
FIFA Street 2,PS2,2006.0,Sports,Electronic Arts,0.17,0.13,0.02,0.04,0.37,59.0,27.0,7.7,42.0,EA Canada,E
Virtua Tennis 2009,Wii,2009.0,Sports,Sega,0.12,0.21,0.0,0.04,0.37,73.0,33.0,7.7,21.0,Sumo Digital,E
Overlord: Dark Legend,Wii,2009.0,Action,Codemasters,0.11,0.22,0.0,0.04,0.37,68.0,30.0,7.9,15.0,Climax Group,T
Bottom of the 9th,N64,1999.0,Sports,Konami Digital Entertainment,0.37,0.0,0.0,0.0,0.37,,,,,,
The Legend of Spyro: The Eternal Night,DS,2007.0,Platform,Vivendi Games,0.32,0.02,0.0,0.03,0.37,56.0,4.0,2.7,6.0,Amaze Entertainment,E
Shin Megami Tensei II,SNES,1994.0,Role-Playing,Atlus,0.0,0.0,0.37,0.0,0.37,,,,,,
Harry Potter and the Order of the Phoenix,PSP,2007.0,Action,Electronic Arts,0.1,0.17,0.0,0.1,0.37,52.0,11.0,7.6,20.0,EA Games,E10+
Wanted: Weapons of Fate,X360,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.17,0.15,0.0,0.04,0.37,62.0,61.0,7.5,26.0,GRIN,M
Xenosaga Episode III: Also sprach Zarathustra,PS2,2006.0,Role-Playing,Namco Bandai Games,0.09,0.07,0.18,0.02,0.37,81.0,34.0,9.0,59.0,Monolith Soft,T
Skylanders: Trap Team,XOne,2014.0,Action,Activision,0.26,0.07,0.0,0.04,0.37,,,,,,
Rune Factory: Frontier,Wii,2008.0,Role-Playing,Rising Star Games,0.16,0.13,0.04,0.03,0.37,79.0,34.0,8.5,39.0,Neverland,E10+
Virtua Fighter 3tb,DC,1998.0,Fighting,Sega,0.0,0.0,0.37,0.0,0.37,,,,,,
Medieval II: Total War Gold Edition,PC,2008.0,Strategy,Sega,0.0,0.34,0.0,0.03,0.37,,,8.0,9.0,Sega,T
Mini Ninjas,Wii,2009.0,Action,Eidos Interactive,0.16,0.16,0.0,0.04,0.37,79.0,9.0,8.3,12.0,Io Interactive,E10+
Naruto Shippuden: Ninja Destiny 2,DS,2008.0,Fighting,Takara Tomy,0.19,0.02,0.13,0.02,0.37,55.0,12.0,5.7,11.0,Takara Tomy,T
Mini-Yonku GB: Let's & Go!!,GB,1997.0,Strategy,ASCII Entertainment,0.0,0.0,0.37,0.0,0.37,,,,,,
Scribblenauts: Unlimited,WiiU,2012.0,Action,Warner Bros. Interactive Entertainment,0.25,0.09,0.0,0.03,0.37,73.0,42.0,7.4,109.0,5TH Cell,E10+
The House of the Dead: Overkill - Extended Cut,PS3,2011.0,Shooter,Sega,0.15,0.16,0.0,0.06,0.37,,,,,,
Marvel: Ultimate Alliance,PSP,2006.0,Role-Playing,Activision,0.33,0.0,0.0,0.03,0.37,81.0,19.0,7.5,14.0,Vicarious Visions,T
The Sims 2: Castaway,PS2,2007.0,Simulation,Electronic Arts,0.3,0.01,0.0,0.05,0.37,71.0,17.0,8.0,15.0,EA Redwood Shores,T
NCAA Football 07,PSP,2006.0,Sports,Electronic Arts,0.34,0.0,0.0,0.03,0.37,75.0,16.0,7.9,11.0,EA Sports,E
Batman: Arkham City,WiiU,2012.0,Action,Warner Bros. Interactive Entertainment,0.16,0.18,0.0,0.03,0.36,,,,,,
NBA Live 2003,XB,,Sports,Electronic Arts,0.31,0.04,0.0,0.01,0.36,82.0,17.0,8.8,6.0,EA Canada,E
Fragile Dreams: Farewell Ruins of the Moon,Wii,2009.0,Role-Playing,Rising Star Games,0.16,0.12,0.06,0.03,0.36,67.0,41.0,8.3,63.0,Tri-Crescendo,T
GoldenEye: Rogue Agent,GC,2004.0,Shooter,Electronic Arts,0.28,0.07,0.0,0.01,0.36,60.0,35.0,6.7,14.0,EA LA,T
Need for Speed: The Run,PC,2011.0,Action,Electronic Arts,0.09,0.21,0.0,0.07,0.36,69.0,18.0,5.8,338.0,Black Box,T
Zero4 Champ RR,SNES,1994.0,Sports,Media Rings,0.0,0.0,0.36,0.0,0.36,,,,,,
Dragon Ball Z: Infinite World,PS2,2008.0,Fighting,Namco Bandai Games,0.08,0.06,0.21,0.02,0.36,48.0,17.0,7.9,37.0,Dimps Corporation,T
Elite Beat Agents,DS,2006.0,Misc,Nintendo,0.3,0.03,0.0,0.03,0.36,87.0,51.0,8.6,105.0,iNiS,E10+
Nonomura Byoin no Hitobito,SAT,1996.0,Adventure,Elf,0.0,0.0,0.36,0.0,0.36,,,,,,
ESPN X Games Skateboarding,PS2,2001.0,Sports,Konami Digital Entertainment,0.18,0.14,0.0,0.05,0.36,58.0,15.0,7.8,14.0,KCEO,E
Sid Meier's Civilization: Beyond Earth,PC,2014.0,Strategy,Take-Two Interactive,0.11,0.22,0.0,0.03,0.36,81.0,78.0,5.5,1027.0,Firaxis Games,E10+
NHL 15,PS3,2014.0,Sports,Electronic Arts,0.21,0.09,0.0,0.06,0.36,,,1.6,45.0,EA Sports,E10+
Castlevania: Order of Ecclesia,DS,2008.0,Platform,Konami Digital Entertainment,0.27,0.02,0.04,0.03,0.36,85.0,46.0,8.7,111.0,Konami,T
Build-A-Bear Workshop: A Friend Fur All Seasons,Wii,2008.0,Simulation,Game Factory,0.33,0.0,0.0,0.03,0.36,,,,,Neko Entertainment,E
Dreamworks Madagascar Kartz,DS,2009.0,Racing,Activision,0.25,0.08,0.0,0.03,0.36,,,,,Virtuos,E
Left 4 Dead 2,PC,2009.0,Shooter,Valve Software,0.0,0.32,0.0,0.04,0.36,89.0,55.0,8.5,2530.0,Valve Software,M
Green Day: Rock Band,Wii,2010.0,Misc,MTV Games,0.22,0.11,0.0,0.03,0.36,76.0,12.0,8.8,11.0,Harmonix Music Systems,T
"999: Nine Hours, Nine Persons, Nine Doors",DS,2009.0,Adventure,ChunSoft,0.31,0.0,0.03,0.02,0.36,,,,,,
Super Fire ProWrestling Special,SNES,1994.0,Fighting,Human Entertainment,0.0,0.0,0.36,0.0,0.36,,,,,,
Star Fox: Zero,WiiU,2016.0,Shooter,Nintendo,0.17,0.1,0.07,0.03,0.36,69.0,82.0,7.4,662.0,PlatinumGames,E10+
SAW,PS3,2009.0,Action,Konami Digital Entertainment,0.13,0.17,0.0,0.06,0.36,59.0,41.0,6.4,28.0,Zombie Studios,M
Yuu Yuu Hakusho,SNES,1993.0,Fighting,Namco Bandai Games,0.0,0.0,0.36,0.0,0.36,,,,,,
Tom Clancy's HAWX 2,X360,2010.0,Action,Ubisoft,0.24,0.09,0.01,0.03,0.36,68.0,57.0,6.3,29.0,Ubisoft,T
Kamaitachi no Yoru 2,PS2,2002.0,Adventure,ChunSoft,0.0,0.0,0.36,0.0,0.36,,,,,,
High Heat Major League Baseball 2004,PS2,2003.0,Sports,3DO,0.18,0.14,0.0,0.05,0.36,83.0,17.0,8.1,12.0,3DO,E
Robots,PS2,2005.0,Action,Vivendi Games,0.18,0.14,0.0,0.05,0.36,53.0,6.0,6.0,8.0,Eurocom Entertainment Software,E
NARC,PS2,2005.0,Shooter,Midway Games,0.18,0.14,0.0,0.05,0.36,50.0,24.0,7.0,21.0,Point of View,M
One Piece: Gigant Battle!,DS,2010.0,Fighting,Namco Bandai Games,0.0,0.0,0.36,0.0,0.36,,,,,,
Dragon Ball Z: Attack of the Saiyans,DS,2009.0,Role-Playing,Namco Bandai Games,0.12,0.02,0.21,0.01,0.36,73.0,21.0,7.9,24.0,Monolith Soft,E10+
My Horse & Me,DS,2007.0,Sports,Atari,0.33,0.0,0.0,0.03,0.36,,,,,,
Bionic Commando,PS3,2009.0,Platform,Capcom,0.12,0.17,0.01,0.06,0.36,71.0,48.0,7.4,62.0,GRIN,M
Monster Rancher 3,PS2,2001.0,Simulation,Tecmo Koei,0.11,0.09,0.14,0.03,0.36,77.0,13.0,8.5,23.0,Tecmo,E
The Incredibles: Rise of the Underminer,PS2,2005.0,Action,THQ,0.18,0.14,0.0,0.05,0.36,60.0,12.0,7.1,8.0,Heavy Iron Studios,E10+
Sword Art Online: Lost Song,PSV,2015.0,Role-Playing,Namco Bandai Games,0.06,0.04,0.23,0.03,0.36,70.0,4.0,7.1,27.0,"Bandai Namco Games, Artdink",T
MechWarrior 2: 31st Century Combat,PS,1997.0,Simulation,Activision,0.2,0.14,0.0,0.02,0.36,,,,,,
Zoo Tycoon (2013),XOne,2013.0,Simulation,Microsoft Game Studios,0.18,0.15,0.0,0.03,0.36,,,,,,
Hamtaro: Ham-Ham Heartbreak,GBA,2002.0,Action,Nintendo,0.26,0.1,0.0,0.01,0.36,72.0,7.0,9.3,18.0,Pax Softonica,E
Okage: Shadow King,PS2,2001.0,Role-Playing,Sony Computer Entertainment,0.14,0.11,0.08,0.04,0.36,70.0,23.0,8.5,14.0,Zener Works,T
Mobile Suit Z-Gundam,PS,1997.0,Action,Namco Bandai Games,0.0,0.0,0.34,0.02,0.36,,,,,,
Cubix Robots for Everyone: Clash 'n' Bash,GBA,,Action,Unknown,0.26,0.1,0.0,0.01,0.36,,,,,,
BlazBlue: Calamity Trigger,X360,2009.0,Fighting,PQube,0.21,0.08,0.04,0.03,0.36,86.0,51.0,8.5,70.0,Arc System Works,T
Kirby's Dream Land 3,SNES,1997.0,Platform,Nintendo,0.0,0.0,0.36,0.0,0.36,,,,,,
Big Bass World Championship,PS,1997.0,Sports,Starfish,0.2,0.14,0.0,0.02,0.36,,,,,,
NFL GameDay 2001,PS2,2000.0,Sports,Sony Computer Entertainment,0.18,0.14,0.0,0.05,0.36,51.0,16.0,,,SCEA,E
NBA 2K6,XB,2005.0,Action,Take-Two Interactive,0.27,0.08,0.0,0.01,0.36,84.0,27.0,8.7,15.0,Visual Concepts,E
Saban's Power Rangers: Lightspeed Rescue,N64,2000.0,Action,THQ,0.29,0.06,0.0,0.0,0.36,,,,,,
Tetrisphere,N64,1997.0,Puzzle,Nintendo,0.29,0.06,0.0,0.0,0.36,,,,,,
Jurassic Park,NES,1993.0,Action,Ocean,0.25,0.1,0.0,0.01,0.36,,,,,,
Mystical Ninja starring Goemon,N64,1997.0,Action,Konami Digital Entertainment,0.07,0.02,0.23,0.04,0.36,,,,,,
Marvel Super Hero Squad,Wii,2009.0,Fighting,THQ,0.3,0.03,0.0,0.03,0.36,49.0,16.0,6.2,14.0,Blue Tongue Entertainment,E10+
The Chronicles of Narnia: Prince Caspian,Wii,2008.0,Action,Disney Interactive Studios,0.31,0.02,0.0,0.03,0.36,63.0,5.0,7.1,12.0,Traveller's Tales,T
World's Scariest Police Chases,PS,2001.0,Racing,Activision,0.2,0.14,0.0,0.02,0.36,54.0,16.0,6.3,4.0,UDS,T
Shaun Palmer's Pro Snowboarder,GBA,2001.0,Sports,Activision,0.26,0.1,0.0,0.01,0.36,58.0,7.0,,,Natsume,E
North American Hunting Extravaganza,Wii,2008.0,Sports,Zushi Games,0.33,0.0,0.0,0.03,0.36,,,,,Arcade Moon,T
ZhuZhu Pets: Featuring The Wild Bunch,Wii,2010.0,Simulation,Activision,0.3,0.03,0.0,0.03,0.36,,,,,Activision,E
MechAssault 2: Lone Wolf,XB,2004.0,Simulation,Microsoft Game Studios,0.27,0.08,0.0,0.01,0.36,81.0,66.0,7.5,23.0,Day 1 Studios,T
Valkyrie Profile: Lenneth,PSP,2006.0,Role-Playing,Square Enix,0.17,0.01,0.16,0.02,0.36,80.0,39.0,8.4,57.0,TOSE,T
Hamster Club 3,GBA,2002.0,Simulation,Jorudan,0.0,0.0,0.35,0.01,0.36,,,,,,
Breath of Fire II,SNES,1994.0,Role-Playing,Laguna,0.0,0.0,0.36,0.0,0.36,,,,,,
LEGO Racers,PS,1999.0,Racing,LEGO Media,0.2,0.14,0.0,0.02,0.36,,,,,,
Just Dance 2016,PS4,2015.0,Misc,Ubisoft,0.17,0.13,0.0,0.06,0.36,73.0,10.0,6.8,20.0,Ubisoft,E10+
ESPN NFL Football,XB,2003.0,Sports,Sega,0.27,0.08,0.0,0.01,0.36,91.0,25.0,8.9,45.0,Visual Concepts,E
Naruto: Ultimate Ninja 3 (JP sales),PS2,2005.0,Fighting,Atari,0.0,0.0,0.36,0.0,0.36,,,,,,
Rapala Pro Fishing,PS2,2004.0,Sports,Zoo Digital Publishing,0.18,0.14,0.0,0.05,0.36,59.0,6.0,8.7,32.0,Activision,E
ATV/Monster Truck Mayhem,DS,2007.0,Racing,"Destination Software, Inc",0.33,0.0,0.0,0.02,0.36,,,,,,
J-League Pro Soccer Club o Tsukurou '04,PS2,2004.0,Sports,Sega,0.0,0.0,0.36,0.0,0.36,,,,,,
Spider-Man: Shattered Dimensions,X360,2010.0,Action,Activision,0.24,0.08,0.0,0.03,0.36,76.0,68.0,7.6,96.0,Beenox,T
Dai-2-Ji Super Robot Taisen Z Saisei-hen,PSP,2012.0,Strategy,Namco Bandai Games,0.0,0.0,0.36,0.0,0.36,,,,,,
TMNT,Wii,2007.0,Action,Ubisoft,0.3,0.03,0.0,0.03,0.36,60.0,17.0,5.9,11.0,Ubisoft Montreal,E10+
Fossil Fighters: Frontier,3DS,2014.0,Role-Playing,Nintendo,0.08,0.04,0.23,0.01,0.36,57.0,25.0,4.8,19.0,"RED Entertainment, Spike Chunsoft",E10+
Disney's The Haunted Mansion,PS2,2003.0,Platform,Take-Two Interactive,0.18,0.14,0.0,0.05,0.36,,,,,,
Arc the Lad: Twilight of the Spirits,PS2,2003.0,Role-Playing,Sony Computer Entertainment,0.18,0.14,0.0,0.05,0.36,72.0,39.0,8.2,33.0,Cattle Call,T
Dance Dance Revolution 3rdMix,PS,2000.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.33,0.02,0.36,,,,,,
Ryu Ga Gotoku Kenzan!,PS3,2008.0,Adventure,Sega,0.0,0.0,0.36,0.0,0.36,,,,,,
Super Robot Taisen A,GBA,2001.0,Strategy,Banpresto,0.0,0.0,0.35,0.01,0.36,,,,,,
Watch Dogs 2,XOne,2016.0,Action,Ubisoft,0.17,0.16,0.0,0.03,0.36,83.0,9.0,7.7,131.0,Ubisoft Montreal,M
Tiger Woods PGA Tour 09,PSP,2008.0,Sports,Electronic Arts,0.07,0.18,0.0,0.1,0.36,53.0,4.0,5.5,6.0,Exient Entertainment,E
Boxer's Road,PS,1995.0,Fighting,New,0.0,0.0,0.33,0.02,0.36,,,,,,
Frogs And Flies,2600,1981.0,Action,Mattel Interactive,0.33,0.02,0.0,0.0,0.36,,,,,,
Harry Potter and the Chamber of Secrets,XB,2002.0,Action,Electronic Arts,0.27,0.08,0.0,0.01,0.36,77.0,13.0,7.2,12.0,Eurocom Entertainment Software,E
Toriko: Gourmet Survival!,PSP,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.36,0.0,0.36,,,,,,
South Park Rally,PS,1998.0,Racing,Acclaim Entertainment,0.2,0.13,0.0,0.02,0.36,,,,,,
Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,SNES,1994.0,Platform,Konami Digital Entertainment,0.0,0.0,0.36,0.0,0.36,,,,,,
Arctic Thunder,PS2,2001.0,Racing,Midway Games,0.17,0.14,0.0,0.05,0.36,45.0,23.0,5.3,10.0,Inland Productions,T
NHL 2K10,PS2,2009.0,Sports,Take-Two Interactive,0.17,0.14,0.0,0.05,0.36,,,8.5,4.0,Take-Two Interactive,E10+
J-League Pro Soccer Club o Tsukurou!,DC,1999.0,Sports,Sega,0.0,0.0,0.36,0.0,0.36,,,,,,
ESPN: Sports Connection,WiiU,2012.0,Sports,Ubisoft,0.2,0.12,0.0,0.03,0.36,31.0,13.0,2.7,18.0,Ubisoft,E
Digging for Dinosaurs,DS,2010.0,Action,Scholastic Inc.,0.33,0.0,0.0,0.02,0.36,,,,,CokeM Interactive,E
Formula 1 Championship Edition,PS,1997.0,Racing,Psygnosis,0.06,0.04,0.23,0.02,0.36,,,,,,
Shrek,XB,2001.0,Platform,TDK Mediactive,0.25,0.1,0.0,0.01,0.36,49.0,19.0,5.4,9.0,Digital Illusions,T
Dragon's Crown,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.14,0.05,0.12,0.05,0.35,78.0,15.0,8.4,198.0,Vanillaware,T
Thief (2014),PS3,2014.0,Action,Square Enix,0.1,0.17,0.02,0.05,0.35,,,,,,
Blasto,PS,1998.0,Action,Sony Computer Entertainment,0.2,0.13,0.0,0.02,0.35,,,,,,
Wipeout 2048,PSV,2012.0,Racing,Sony Computer Entertainment,0.13,0.17,0.0,0.05,0.35,79.0,63.0,8.2,191.0,Studio Liverpool,E10+
Wonder Pets! Save the Animals!,DS,2008.0,Adventure,Take-Two Interactive,0.33,0.0,0.0,0.02,0.35,,,,,,
Backyard Baseball 2006,GBA,2005.0,Sports,Atari,0.25,0.09,0.0,0.01,0.35,,,,,,
Cabela's Outdoor Adventures (2006),PS2,2005.0,Sports,Zoo Digital Publishing,0.17,0.14,0.0,0.05,0.35,,,8.9,17.0,Sand Grain Studios,T
Trauma Center: Under the Knife,DS,2005.0,Simulation,Nintendo,0.3,0.01,0.02,0.03,0.35,81.0,45.0,8.7,45.0,ITL,T
Press Your Luck 2010 Edition,Wii,2009.0,Misc,Ubisoft,0.33,0.0,0.0,0.03,0.35,,,,,Ludia Inc.,E
Nicktoons: Unite!,GC,2005.0,Adventure,THQ,0.27,0.07,0.0,0.01,0.35,,,,,,
Farming Simulator 2015,PS4,2015.0,Simulation,Koch Media,0.1,0.2,0.0,0.06,0.35,,,,,,
Earth Defense Force 2025,PS3,2013.0,Shooter,D3Publisher,0.04,0.02,0.27,0.01,0.35,69.0,28.0,7.5,52.0,Sandlot,M
Middle-Earth: Shadow of Mordor,PC,2014.0,Action,Warner Bros. Interactive Entertainment,0.12,0.2,0.0,0.03,0.35,84.0,17.0,8.0,1671.0,Monolith Productions,M
Suikoden V,PS2,2006.0,Role-Playing,Konami Digital Entertainment,0.08,0.06,0.19,0.02,0.35,76.0,43.0,7.6,109.0,Konami,T
Picross 2,GB,1996.0,Puzzle,Nintendo,0.0,0.0,0.35,0.0,0.35,,,,,,
SOCOM: Tactical Strike,PSP,2007.0,Shooter,Sony Computer Entertainment,0.32,0.01,0.0,0.03,0.35,,,,,,
Farming Simulator 2015,X360,2015.0,Simulation,Koch Media,0.22,0.11,0.0,0.03,0.35,,,,,,
Tiger Woods PGA Tour 14,X360,2013.0,Sports,Electronic Arts,0.21,0.12,0.0,0.03,0.35,77.0,28.0,6.2,26.0,EA Tiburon,E
Sentouchu: Densetsu no Shinobi to Survival Battle!,3DS,2013.0,Action,Namco Bandai Games,0.0,0.0,0.35,0.0,0.35,,,,,,
U-Sing,Wii,2009.0,Misc,Mindscape,0.0,0.32,0.0,0.03,0.35,,,,,,
Outlaw Golf 2,PS2,2004.0,Sports,Global Star,0.17,0.14,0.0,0.05,0.35,63.0,20.0,,,Hypnotix,M
Momotarou Dentetsu 12,PS2,2003.0,Misc,Hudson Soft,0.0,0.0,0.35,0.0,0.35,,,,,,
LocoRoco 2,PSP,2008.0,Platform,Sony Computer Entertainment,0.21,0.09,0.01,0.04,0.35,85.0,55.0,8.4,44.0,SCE Japan Studio,E
Football Manager Handheld 2010,PSP,2009.0,Sports,Sega,0.0,0.26,0.0,0.09,0.35,69.0,10.0,6.9,7.0,Sports Interactive,E
Disney's Tarzan: Return to the Jungle,GBA,2002.0,Action,Activision,0.25,0.09,0.0,0.01,0.35,68.0,8.0,,,Digital Eclipse,E
Batman: Rise of Sin Tzu,PS2,2003.0,Action,Ubisoft,0.17,0.13,0.0,0.05,0.35,63.0,21.0,8.3,14.0,Ubisoft Montreal,T
Cabela's Dangerous Hunts,XB,2003.0,Sports,Zoo Digital Publishing,0.26,0.08,0.0,0.01,0.35,,,9.1,22.0,FUN Labs,T
AMF Bowling World Lanes,Wii,2008.0,Sports,Bethesda Softworks,0.33,0.0,0.0,0.03,0.35,,,1.1,10.0,Vir2L Studios,E
