Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Need for Speed: Most Wanted 5-1-0,PSP,2005.0,Racing,Electronic Arts,1.77,0.12,0.02,0.17,2.07,72.0,21.0,7.8,54.0,EA Canada,E10+
Spec Ops: Airborne Commando,PS,2002.0,Shooter,Take-Two Interactive,1.54,0.46,0.0,0.08,2.07,,,,,,
The Sims 2: Pets,DS,2006.0,Simulation,Electronic Arts,0.92,0.93,0.0,0.22,2.07,49.0,5.0,5.2,24.0,Full Fat,E
Dance Dance Revolution: Hottest Party,Wii,2007.0,Simulation,Konami Digital Entertainment,1.35,0.52,0.0,0.19,2.07,73.0,16.0,7.1,27.0,Konami,E10+
DriveClub,PS4,2014.0,Racing,Sony Computer Entertainment,0.36,1.38,0.02,0.31,2.07,71.0,85.0,6.1,1571.0,Evolution Studios,E
Yu-Gi-Oh! The Eternal Duelist Soul,GBA,2001.0,Strategy,Konami Digital Entertainment,1.64,0.36,0.0,0.07,2.07,,,,,,
UFC 2009 Undisputed,X360,2009.0,Fighting,THQ,1.48,0.39,0.0,0.19,2.06,83.0,68.0,7.9,51.0,Yuke's,T
Metal Gear Solid: Peace Walker,PSP,2010.0,Action,Konami Digital Entertainment,0.46,0.41,0.96,0.24,2.06,89.0,66.0,8.9,443.0,Kojima Productions,T
Kirby's Epic Yarn,Wii,2010.0,Platform,Nintendo,1.42,0.09,0.45,0.1,2.06,,,,,,
Wipeout: The Game,Wii,2009.0,Misc,Mindscape,1.94,0.0,0.0,0.12,2.06,,,,,,
Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,2005.0,Role-Playing,Nintendo,0.71,0.52,0.74,0.08,2.06,,,,,,
The Incredibles,GBA,2004.0,Action,THQ,1.15,0.77,0.04,0.1,2.06,55.0,13.0,,,Helixe,E
R4: Ridge Racer Type 4,PS,1998.0,Racing,Namco Bandai Games,0.68,0.46,0.79,0.13,2.06,88.0,18.0,9.2,21.0,Namco,
Kingdom Hearts: Birth by Sleep,PSP,2010.0,Role-Playing,Square Enix,0.63,0.41,0.75,0.26,2.06,82.0,62.0,8.6,208.0,Square Enix,E10+
Tom Clancy's Splinter Cell: Conviction,X360,2010.0,Action,Ubisoft,1.2,0.62,0.04,0.19,2.06,,,,,,
SoulCalibur II,PS2,2003.0,Fighting,Namco Bandai Games,1.06,0.62,0.13,0.25,2.06,92.0,41.0,8.8,120.0,Namco,T
Need for Speed: ProStreet,X360,2007.0,Racing,Electronic Arts,1.04,0.79,0.01,0.21,2.05,72.0,42.0,7.1,78.0,EA Black Box,E10+
Sonic Mega Collection,GC,2002.0,Misc,Infogrames,1.47,0.48,0.05,0.06,2.05,75.0,26.0,8.8,41.0,Sonic Team,E
Ghostbusters: The Video Game (DS Version),PS3,2010.0,Action,Take-Two Interactive,0.6,0.96,0.13,0.36,2.05,,,,,,
Madden NFL 15,X360,2014.0,Sports,Electronic Arts,1.77,0.06,0.0,0.22,2.05,,,5.5,29.0,EA Sports,E
Need For Speed: Undercover,PS3,2008.0,Racing,Electronic Arts,0.63,1.0,0.05,0.38,2.05,59.0,40.0,5.9,71.0,EA Vancouver,T
Toy Story 3: The Video Game,DS,2010.0,Action,Disney Interactive Studios,0.89,0.94,0.02,0.21,2.05,,,,,,
NBA Jam,GEN,1992.0,Sports,Arena Entertainment,1.75,0.25,0.0,0.05,2.05,,,,,,
SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006.0,Shooter,Sony Computer Entertainment,1.74,0.02,0.0,0.28,2.04,72.0,38.0,9.0,34.0,Zipper Interactive,T
Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005.0,Action,Ubisoft,0.71,1.02,0.0,0.31,2.04,82.0,41.0,8.2,68.0,Ubisoft Montpellier,T
Need for Speed: ProStreet,PS3,2007.0,Racing,Electronic Arts,0.73,0.91,0.04,0.36,2.04,73.0,26.0,6.0,43.0,EA Black Box,E10+
Donkey Kong Country,GBA,2003.0,Platform,Nintendo,1.2,0.48,0.29,0.07,2.04,78.0,26.0,8.9,53.0,Rare Ltd.,E
Dance Central 2,X360,2011.0,Misc,Microsoft Game Studios,1.45,0.41,0.01,0.16,2.04,86.0,56.0,8.2,63.0,Harmonix Music Systems,T
PGR4 - Project Gotham Racing 4,X360,2007.0,Racing,Microsoft Game Studios,0.48,1.28,0.02,0.25,2.04,,,,,,
1080°: TenEighty Snowboarding,N64,1998.0,Sports,Nintendo,1.25,0.61,0.13,0.05,2.03,,,,,,
Carnival Games,DS,2008.0,Misc,Take-Two Interactive,1.21,0.63,0.0,0.19,2.03,48.0,11.0,3.3,4.0,Cat Daddy Games,E
NBA Live 2004,PS2,2003.0,Sports,Electronic Arts,1.57,0.18,0.0,0.27,2.03,86.0,19.0,7.7,41.0,EA Sports,E
Call of Duty 2,X360,2005.0,Shooter,Activision,1.82,0.04,0.01,0.16,2.03,89.0,65.0,8.1,307.0,Infinity Ward,T
Rayman Raving Rabbids: TV Party,Wii,2008.0,Misc,Ubisoft,0.72,1.08,0.0,0.23,2.03,73.0,24.0,7.7,29.0,"Ubisoft Paris, Ubisoft Montpellier",E10+
Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005.0,Role-Playing,Nintendo,1.15,0.04,0.83,0.0,2.02,62.0,34.0,8.1,97.0,ChunSoft,E
Dark Souls,PS3,2011.0,Role-Playing,Namco Bandai Games,0.75,0.51,0.54,0.22,2.02,89.0,54.0,8.7,1397.0,From Software,M
Just Dance 3,X360,2011.0,Misc,Ubisoft,1.47,0.39,0.0,0.16,2.02,70.0,34.0,7.7,17.0,Ubisoft,E10+
Battlefield 4,XOne,2013.0,Shooter,Electronic Arts,1.25,0.58,0.0,0.19,2.02,81.0,5.0,6.6,480.0,EA DICE,M
Fire Emblem: Awakening,3DS,2012.0,Role-Playing,Nintendo,0.9,0.45,0.54,0.13,2.01,92.0,72.0,9.1,1130.0,Intelligent Systems,T
Need for Speed: The Run,PS3,2011.0,Action,Electronic Arts,0.58,1.04,0.03,0.36,2.01,64.0,48.0,6.4,182.0,Black Box,T
Just Dance 2015,Wii,2014.0,Misc,Ubisoft,0.99,0.85,0.0,0.17,2.01,,,8.4,5.0,Ubisoft,E10+
Dragon Age: Inquisition,PS4,2014.0,Role-Playing,Electronic Arts,0.73,0.88,0.08,0.32,2.01,89.0,43.0,7.4,1984.0,BioWare,M
Super Street Fighter II,SNES,1993.0,Fighting,Nintendo,0.52,0.16,1.29,0.03,2.0,,,,,,
Dead Space,PS3,2008.0,Action,Electronic Arts,1.05,0.66,0.0,0.29,2.0,88.0,67.0,8.8,545.0,EA Redwood Shores,M
Mortal Kombat vs. DC Universe,PS3,2008.0,Fighting,Midway Games,1.48,0.28,0.0,0.23,2.0,76.0,44.0,7.1,107.0,Midway,T
TouchMaster,DS,2007.0,Puzzle,Midway Games,0.48,1.27,0.0,0.24,2.0,71.0,19.0,5.7,9.0,Midway Studios - San Diego,E10+
Tenchu: Stealth Assassins,PS,1997.0,Action,Activision,0.95,0.64,0.27,0.13,1.99,87.0,14.0,8.8,45.0,Acquire,M
Tennis,GB,1989.0,Sports,Nintendo,0.75,0.3,0.9,0.04,1.99,,,,,,
Harry Potter and the Chamber of Secrets,GBA,2002.0,Action,Electronic Arts,1.21,0.64,0.05,0.09,1.99,76.0,11.0,7.9,14.0,Eurocom Entertainment Software,E
Kingdom Hearts 358/2 Days,DS,2009.0,Role-Playing,Square Enix,1.06,0.26,0.53,0.13,1.98,75.0,53.0,7.8,162.0,h.a.n.d. Inc.,E10+
Skate 3,PS3,2010.0,Sports,Electronic Arts,0.79,0.88,0.0,0.32,1.98,80.0,46.0,7.6,82.0,EA Black Box,T
SimCity,SNES,1991.0,Simulation,Nintendo,0.93,0.27,0.75,0.04,1.98,,,,,,
Harry Potter and the Chamber of Secrets,PS,2002.0,Action,Electronic Arts,0.75,1.09,0.02,0.12,1.98,,,8.5,33.0,Argonaut Games,E
Need for Speed Rivals,PS4,2013.0,Racing,Electronic Arts,0.73,0.92,0.03,0.3,1.98,80.0,53.0,6.2,667.0,Ghost Games,E10+
Spyro: Enter the Dragonfly,PS2,2002.0,Platform,Universal Interactive,0.74,0.95,0.0,0.28,1.97,56.0,20.0,4.1,95.0,Check Six Games,E
Devil May Cry 2,PS2,2003.0,Action,Capcom,0.71,0.58,0.51,0.17,1.97,68.0,40.0,6.6,167.0,Capcom,M
E.T.: The Extra Terrestrial,2600,1981.0,Action,Atari,1.84,0.11,0.0,0.02,1.97,,,,,,
Hot Shots Golf: Open Tee,PSP,2004.0,Sports,Sony Computer Entertainment,0.5,0.5,0.63,0.33,1.96,81.0,57.0,8.7,34.0,Clap Hanz,E10+
Minecraft,PSV,2014.0,Misc,Sony Computer Entertainment Europe,0.18,0.64,0.9,0.24,1.96,,,,,,
Soccer,NES,1985.0,Sports,Nintendo,0.18,0.23,1.53,0.02,1.96,,,,,,
Rad Racer,NES,1986.0,Racing,Nintendo,1.13,0.37,0.41,0.05,1.96,,,,,,
Forza Horizon,X360,2012.0,Racing,Microsoft Game Studios,0.82,0.93,0.04,0.18,1.96,85.0,83.0,8.4,431.0,"PLAYGROUND, Playground Games",T
Tom Clancy's Rainbow Six: Vegas,X360,2006.0,Shooter,Ubisoft,1.09,0.65,0.02,0.2,1.95,88.0,69.0,8.3,225.0,Ubisoft Montreal,M
Crash Nitro Kart,PS2,2003.0,Racing,Vivendi Games,0.74,1.01,0.0,0.2,1.95,69.0,24.0,7.7,59.0,Vicarious Visions,E
Resident Evil 6,X360,2012.0,Shooter,Capcom,1.12,0.6,0.07,0.16,1.95,67.0,71.0,5.0,1407.0,Capcom,M
Grand Theft Auto: San Andreas,XB,2005.0,Action,Take-Two Interactive,1.26,0.61,0.0,0.09,1.95,93.0,58.0,8.6,118.0,Rockstar North,AO
Star Wars: Dark Forces,PC,1994.0,Shooter,LucasArts,1.09,0.77,0.0,0.09,1.95,,,,,,
NBA Street Vol. 2,PS2,2003.0,Sports,Electronic Arts,1.69,0.2,0.0,0.06,1.95,90.0,31.0,8.8,70.0,Electronic Arts,E
Def Jam Vendetta,PS2,2003.0,Fighting,Electronic Arts,0.95,0.74,0.0,0.25,1.94,80.0,33.0,8.9,41.0,Aki Corp.,T
Kirby Squeak Squad,DS,2006.0,Platform,Nintendo,0.78,0.02,1.05,0.08,1.94,71.0,29.0,8.1,41.0,"Flagship, HAL Labs",E
Burnout Paradise,PS3,2008.0,Racing,Electronic Arts,1.01,0.62,0.02,0.29,1.94,87.0,55.0,7.7,455.0,Criterion Games,E10+
Who wants to be a millionaire,PC,1999.0,Misc,Disney Interactive Studios,1.94,0.0,0.0,0.0,1.94,,,,,Jellyvision,E
Alleyway,GB,1989.0,Puzzle,Nintendo,0.96,0.38,0.55,0.05,1.94,,,,,,
Scooby Doo and the Cyber Chase,PS,2001.0,Adventure,THQ,0.59,1.23,0.0,0.13,1.94,,,7.4,10.0,Art,E
The Sims 3,PS3,2010.0,Simulation,Electronic Arts,0.73,0.89,0.02,0.3,1.94,78.0,39.0,6.4,55.0,The Sims Studio,T
FIFA Soccer 09,X360,2008.0,Sports,Electronic Arts,0.49,1.26,0.01,0.18,1.94,87.0,51.0,8.0,106.0,EA Canada,E
Dragon Ball Z: Budokai 3,PS2,2004.0,Fighting,Atari,1.09,0.15,0.65,0.04,1.94,77.0,32.0,8.9,137.0,Dimps Corporation,T
Call of Duty: World at War,Wii,2008.0,Shooter,Activision,1.17,0.58,0.0,0.18,1.94,83.0,19.0,7.6,78.0,Exakt,M
Jet Moto 2,PS,1997.0,Racing,Sony Computer Entertainment,1.41,0.42,0.03,0.07,1.94,,,,,,
Tom Clancy's Ghost Recon,PS2,2002.0,Shooter,Ubisoft,1.42,0.4,0.0,0.12,1.94,63.0,18.0,8.3,22.0,Ubisoft,M
BioShock Infinite,X360,2013.0,Shooter,Take-Two Interactive,1.22,0.54,0.02,0.16,1.93,93.0,33.0,8.5,1647.0,Irrational Games,M
X-Men Legends,PS2,2004.0,Role-Playing,Activision,1.0,0.72,0.0,0.21,1.93,79.0,48.0,8.5,69.0,Raven Software,T
Mortal Kombat II,SNES,1993.0,Fighting,Acclaim Entertainment,1.48,0.39,0.0,0.06,1.93,,,,,,
Virtua Fighter 2,SAT,1995.0,Fighting,Sega,0.34,0.26,1.3,0.03,1.93,,,,,,
Mortal Kombat vs. DC Universe,X360,2008.0,Fighting,Midway Games,1.53,0.23,0.0,0.16,1.93,72.0,61.0,7.5,87.0,Midway,T
Destiny: The Taken King,PS4,2015.0,Shooter,Activision,0.78,0.79,0.04,0.31,1.93,86.0,81.0,6.0,1079.0,Bungie,T
Tetris DX,GB,1998.0,Puzzle,Nintendo,1.06,0.6,0.2,0.07,1.93,,,,,,
The Legend of Zelda: Oracle of Ages,GB,2001.0,Action,Nintendo,0.92,0.53,0.41,0.06,1.92,,,,,,
Destiny,X360,2014.0,Shooter,Activision,1.31,0.43,0.0,0.18,1.92,,,4.7,504.0,Bungie,T
Red Faction,PS2,2001.0,Shooter,THQ,0.76,0.96,0.0,0.2,1.92,88.0,25.0,8.0,69.0,Volition Inc.,M
The Sims: Makin' Magic,PC,2003.0,Simulation,Electronic Arts,1.03,0.8,0.0,0.09,1.92,80.0,22.0,8.6,31.0,Maxis,T
Mario Party: Island Tour,3DS,2013.0,Misc,Nintendo,0.62,0.64,0.55,0.11,1.92,57.0,47.0,6.3,117.0,"Nintendo, Nd Cube",E
MX Unleashed,PS2,2004.0,Racing,THQ,0.94,0.73,0.0,0.25,1.92,80.0,18.0,9.2,46.0,Rainbow Studios,E
PaRappa The Rapper,PS,1996.0,Misc,Sony Computer Entertainment,0.26,0.16,1.46,0.03,1.92,92.0,15.0,7.4,48.0,NanaOn-Sha,K-A
Guitar Hero: World Tour,PS3,2008.0,Misc,Activision,1.1,0.55,0.0,0.27,1.92,84.0,43.0,7.5,80.0,Neversoft Entertainment,T
Need for Speed: Shift,X360,2009.0,Racing,Electronic Arts,0.73,0.96,0.01,0.22,1.91,83.0,75.0,6.5,134.0,Slightly Mad Studios,E
Mario Party 3,N64,2000.0,Misc,Nintendo,0.72,0.16,1.01,0.02,1.91,,,,,,
Diablo III,PS3,2013.0,Role-Playing,Activision,0.72,0.75,0.15,0.29,1.91,86.0,43.0,6.4,557.0,Blizzard Entertainment,M
LittleBigPlanet 3,PS4,2014.0,Platform,Sony Computer Entertainment,0.66,0.93,0.01,0.31,1.91,79.0,78.0,7.1,506.0,Sumo Digital,E
Star Wars Rogue Leader: Rogue Squadron II,GC,2001.0,Simulation,LucasArts,1.03,0.75,0.03,0.09,1.9,90.0,45.0,8.6,80.0,Factor 5,T
Tomb Raider (2013),X360,2013.0,Action,Square Enix,0.86,0.84,0.01,0.17,1.89,,,,,,
Mario Super Sluggers,Wii,2008.0,Sports,Nintendo,1.48,0.0,0.29,0.12,1.89,69.0,31.0,7.8,58.0,Namco Bandai Games,E
Donkey Kong Country Returns,3DS,2013.0,Platform,Nintendo,0.74,0.62,0.41,0.13,1.89,,,,,,
Monopoly,Wii,2008.0,Misc,Electronic Arts,0.86,0.83,0.0,0.2,1.89,70.0,11.0,7.8,17.0,Electronic Arts,E
Madden NFL 09,PS3,2008.0,Sports,Electronic Arts,1.56,0.14,0.0,0.18,1.88,85.0,38.0,4.4,132.0,EA Tiburon,E
Batman: Arkham Origins,X360,2013.0,Action,Warner Bros. Interactive Entertainment,1.15,0.56,0.0,0.17,1.88,74.0,46.0,7.5,685.0,WB Games Montreal,T
Game Party 2,Wii,2008.0,Misc,Midway Games,1.28,0.43,0.0,0.17,1.88,29.0,7.0,4.6,7.0,Midway,E
Yu-Gi-Oh! Forbidden Memories,PS,1999.0,Role-Playing,Konami Digital Entertainment,1.37,0.44,0.0,0.08,1.88,,,,,,
Mortal Kombat: Deception,PS2,2004.0,Fighting,Midway Games,0.92,0.72,0.0,0.24,1.88,81.0,43.0,8.5,90.0,Midway,M
Hot Shots Golf 2,PS,1999.0,Sports,Sony Computer Entertainment,0.25,0.12,1.48,0.03,1.88,,,,,,
Medal of Honor: European Assault (All Region sales),PS2,2005.0,Shooter,Electronic Arts,0.89,0.69,0.09,0.21,1.88,,,,,,
NBA 2K17,PS4,2016.0,Sports,Take-Two Interactive,1.25,0.27,0.02,0.34,1.88,88.0,47.0,6.7,162.0,Visual Concepts,E
Toy Story Mania!,Wii,2009.0,Misc,Disney Interactive Studios,1.04,0.66,0.0,0.18,1.88,49.0,15.0,6.6,13.0,Papaya Studios,E
WCW Nitro,PS,1998.0,Fighting,THQ,1.42,0.36,0.03,0.07,1.88,,,,,,
High School Musical: Sing It!,PS2,2007.0,Misc,Disney Interactive Studios,0.47,0.08,0.0,1.33,1.87,,,,,,
Star Fox Adventures,GC,2002.0,Adventure,Nintendo,0.96,0.53,0.3,0.09,1.87,82.0,39.0,7.7,145.0,Rare Ltd.,T
FIFA 2000,PS,1998.0,Sports,Electronic Arts,0.22,1.47,0.04,0.14,1.87,,,,,,
Madden NFL 25,PS3,2013.0,Sports,Electronic Arts,1.6,0.03,0.0,0.24,1.87,76.0,19.0,4.1,91.0,EA Sports,E
Dynasty Warriors 3,PS2,2001.0,Action,THQ,0.53,0.16,1.07,0.1,1.87,78.0,17.0,9.1,90.0,Omega Force,T
The Legend of Zelda: Oracle of Seasons,GB,2001.0,Adventure,Nintendo,0.87,0.52,0.41,0.06,1.86,,,,,,
Ratchet & Clank Future: A Crack in Time,PS3,2009.0,Platform,Sony Computer Entertainment,1.05,0.53,0.03,0.26,1.86,,,,,,
Madden NFL 06,XB,2005.0,Sports,Electronic Arts,1.75,0.03,0.0,0.08,1.86,86.0,39.0,6.7,41.0,EA Sports,E
Shrek 2,PS2,2004.0,Platform,Activision,1.12,0.69,0.03,0.02,1.86,71.0,32.0,8.5,24.0,"Luxoflux, Inc.",E
Turok 2: Seeds of Evil,N64,1997.0,Platform,Acclaim Entertainment,1.37,0.41,0.04,0.04,1.86,,,,,,
The Legend of Dragoon,PS,1999.0,Role-Playing,Sony Computer Entertainment,0.94,0.44,0.39,0.1,1.86,74.0,12.0,8.4,248.0,SCEI,T
SingStar,PS2,2004.0,Misc,Sony Computer Entertainment,0.0,1.37,0.0,0.49,1.86,,,,,,
Star Wars: The Force Unleashed,Wii,2008.0,Action,LucasArts,1.11,0.56,0.0,0.18,1.86,71.0,18.0,7.9,75.0,Krome Studios,T
NBA Live 2002,PS2,2001.0,Sports,Electronic Arts,0.91,0.71,0.0,0.24,1.86,70.0,16.0,7.4,8.0,Electronic Arts,E
Just Cause 3,PS4,2015.0,Action,Square Enix,0.47,1.03,0.07,0.28,1.86,73.0,42.0,6.5,403.0,Avalanche Studios,M
Chrono Cross,PS,1999.0,Role-Playing,SquareSoft,0.62,0.42,0.69,0.12,1.86,94.0,16.0,8.1,297.0,SquareSoft,T
Jak 3,PS2,2004.0,Platform,Sony Computer Entertainment,1.33,0.49,0.0,0.03,1.85,84.0,55.0,8.6,246.0,Naughty Dog,T
Kingdom Hearts: Chain of Memories,GBA,2004.0,Role-Playing,Square Enix,1.26,0.18,0.35,0.06,1.85,76.0,37.0,7.9,84.0,Jupiter Corporation,E
Pinball,NES,1984.0,Action,Nintendo,0.8,0.19,0.83,0.03,1.85,,,,,,
Max Payne 3,PS3,2012.0,Shooter,Take-Two Interactive,0.59,0.89,0.06,0.3,1.85,87.0,31.0,7.8,790.0,Rockstar Studios,M
Gran Turismo Concept 2001 Tokyo,PS2,2001.0,Racing,Unknown,0.0,1.1,0.42,0.33,1.84,,,,,,
LEGO Marvel Super Heroes,PS3,2013.0,Action,Warner Bros. Interactive Entertainment,0.77,0.76,0.01,0.29,1.84,82.0,22.0,7.9,76.0,TT Games,E10+
Phineas and Ferb,DS,2009.0,Action,Disney Interactive Studios,1.32,0.37,0.0,0.15,1.84,80.0,4.0,4.5,8.0,Altron,E
NCAA Football 06,PS2,2005.0,Sports,Electronic Arts,1.53,0.05,0.0,0.25,1.84,87.0,25.0,8.5,36.0,EA Sports,E
"Hey You, Pikachu!",N64,1998.0,Simulation,Nintendo,0.83,0.06,0.93,0.0,1.83,,,,,,
Rayman Raving Rabbids 2,Wii,2007.0,Misc,Ubisoft,0.82,0.82,0.0,0.2,1.83,67.0,25.0,8.3,66.0,Ubisoft Montpellier,E10+
2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,2005.0,Misc,THQ,1.31,0.49,0.0,0.03,1.83,,,,,,
Jet Moto,PS,1996.0,Racing,Sony Computer Entertainment,1.33,0.4,0.03,0.07,1.83,,,,,,
Kirby: Triple Deluxe,3DS,2014.0,Platform,Nintendo,0.61,0.34,0.79,0.09,1.83,80.0,68.0,8.8,206.0,HAL Labs,E
Secret of Mana,SNES,1993.0,Role-Playing,SquareSoft,0.25,0.07,1.49,0.02,1.83,,,,,,
GoldenEye 007 (2010),Wii,2010.0,Action,Activision,0.84,0.7,0.13,0.16,1.83,,,,,,
Sonic Classic Collection,DS,2010.0,Platform,Sega,0.92,0.73,0.0,0.17,1.83,70.0,24.0,7.5,28.0,Creative Assembly,E
Air Combat,PS,1995.0,Simulation,Sony Computer Entertainment,0.92,0.33,0.52,0.05,1.83,,,,,,
Diablo III,PS4,2014.0,Role-Playing,Activision,0.51,0.98,0.06,0.28,1.82,,,,,Blizzard Entertainment,M
inFAMOUS 2,PS3,2011.0,Action,Sony Computer Entertainment,1.05,0.47,0.08,0.22,1.82,83.0,90.0,8.4,932.0,Sucker Punch,T
World of Warcraft: Mists of Pandaria,PC,2012.0,Role-Playing,Activision,0.84,0.76,0.0,0.22,1.82,82.0,42.0,4.8,1265.0,Blizzard Entertainment,T
Sonic & Knuckles,GEN,1994.0,Platform,Sega,1.24,0.43,0.03,0.12,1.82,,,,,,
Namco Museum,PS2,2001.0,Misc,Namco Bandai Games,1.73,0.07,0.0,0.02,1.82,72.0,9.0,6.0,5.0,Mass Media,E
The Sims: Hot Date,PC,2001.0,Simulation,Electronic Arts,1.81,0.0,0.0,0.0,1.82,85.0,17.0,7.9,70.0,Maxis,T
Demon's Souls,PS3,2009.0,Role-Playing,Namco Bandai Games,0.97,0.33,0.35,0.17,1.82,89.0,81.0,8.9,1441.0,From Software,M
The Orange Box,X360,2007.0,Shooter,Electronic Arts,1.09,0.53,0.02,0.17,1.82,96.0,54.0,8.9,797.0,Valve Software,M
DDRMAX2: Dance Dance Revolution,PS2,2003.0,Simulation,Konami Digital Entertainment,1.05,0.59,0.0,0.18,1.81,82.0,27.0,8.2,11.0,Konami,E
Crazy Taxi,DC,2000.0,Racing,Sega,1.1,0.51,0.12,0.08,1.81,,,,,,
Virtua Fighter 4,PS2,2002.0,Fighting,Sega,0.78,0.44,0.56,0.04,1.81,94.0,36.0,8.0,84.0,Sega AM2,T
Mafia III,PS4,2016.0,Action,Take-Two Interactive,0.42,1.08,0.03,0.28,1.81,68.0,66.0,5.1,1147.0,Hangar 13,M
Sly 2: Band of Thieves,PS2,2004.0,Platform,Sony Computer Entertainment,0.88,0.69,0.0,0.23,1.81,88.0,64.0,9.0,178.0,Sucker Punch,E
Guitar Hero: World Tour,PS2,2008.0,Misc,Activision,1.0,0.03,0.0,0.77,1.8,,,8.0,13.0,BudCat,T
Sonic Advance 2,GBA,2002.0,Platform,Sega,0.93,0.59,0.21,0.07,1.8,83.0,23.0,8.3,46.0,Dimps Corporation,E
Madden NFL 07,X360,2006.0,Sports,Electronic Arts,1.66,0.0,0.01,0.13,1.8,80.0,54.0,6.0,148.0,EA Tiburon,E
NFL GameDay 2000,PS,1999.0,Sports,989 Studios,1.0,0.68,0.0,0.12,1.8,,,,,,
NBA 2K11,PS3,2010.0,Action,Take-Two Interactive,1.41,0.2,0.03,0.16,1.8,89.0,46.0,7.6,105.0,Visual Concepts,E
Forza Motorsport 6,XOne,2015.0,Racing,Microsoft Game Studios,0.73,0.9,0.03,0.14,1.8,87.0,85.0,7.9,863.0,Turn 10,E
The Evil Within,PS4,2014.0,Action,Bethesda Softworks,0.55,0.86,0.11,0.27,1.79,75.0,65.0,7.3,1223.0,Tango Gameworks,M
Metroid Prime 3: Corruption,Wii,2007.0,Shooter,Nintendo,0.89,0.74,0.07,0.09,1.79,90.0,62.0,8.9,491.0,Retro Studios,T
The Legend of Zelda: The Wind Waker,WiiU,2013.0,Action,Nintendo,0.92,0.6,0.14,0.14,1.79,,,,,,
Disney's The Lion King,SNES,1994.0,Platform,Virgin Interactive,1.26,0.39,0.08,0.06,1.79,,,,,,
Professor Layton and the Mask of Miracle,3DS,2011.0,Puzzle,Nintendo,0.32,0.97,0.36,0.13,1.79,,,,,,
Midnight Club II,PS2,2003.0,Racing,Take-Two Interactive,1.25,0.29,0.0,0.24,1.78,85.0,41.0,8.5,47.0,Rockstar San Diego,T
SpongeBob SquarePants: SuperSponge,PS,2001.0,Action,THQ,1.12,0.58,0.0,0.08,1.78,,,,,,
The Getaway: Black Monday,PS2,2004.0,Action,Sony Computer Entertainment,0.39,1.01,0.02,0.36,1.78,57.0,53.0,7.6,47.0,SCEE London Studio,M
50 Cent: Bulletproof,PS2,2005.0,Action,Vivendi Games,0.85,0.76,0.0,0.16,1.77,47.0,21.0,6.6,129.0,Genuine Games,M
Final Fantasy II,SNES,1991.0,Role-Playing,Square,0.24,0.09,1.33,0.12,1.77,,,,,,
Kirby 64: The Crystal Shards,N64,2000.0,Platform,Nintendo,0.63,0.06,1.03,0.04,1.77,,,,,,
Dead or Alive 3,XB,2001.0,Fighting,Microsoft Game Studios,1.19,0.29,0.24,0.06,1.77,87.0,35.0,8.6,44.0,Team Ninja,T
Dragon Quest Monsters: Joker,DS,2006.0,Role-Playing,Square Enix,0.23,0.02,1.49,0.02,1.76,75.0,30.0,7.4,27.0,TOSE,E10+
LEGO Star Wars III: The Clone Wars,Wii,2011.0,Action,LucasArts,1.01,0.6,0.0,0.15,1.76,76.0,7.0,7.7,10.0,Traveller's Tales,E10+
High School Musical: Sing It!,Wii,2007.0,Misc,Disney Interactive Studios,1.15,0.45,0.0,0.16,1.76,,,,,,
Metroid II: Return of Samus,GB,1991.0,Adventure,Nintendo,0.85,0.31,0.56,0.04,1.76,,,,,,
WWF Attitude,PS,1998.0,Fighting,Acclaim Entertainment,1.27,0.42,0.0,0.07,1.76,,,,,,
UFC 2009 Undisputed,PS3,2009.0,Fighting,THQ,1.07,0.44,0.01,0.24,1.76,84.0,58.0,8.1,47.0,THQ,T
The SpongeBob SquarePants Movie,PS2,2004.0,Platform,THQ,1.06,0.54,0.0,0.16,1.76,75.0,5.0,9.0,54.0,Heavy Iron Studios,E
Golden Sun,GBA,2001.0,Role-Playing,Nintendo,0.93,0.38,0.4,0.06,1.76,91.0,29.0,9.3,198.0,Camelot Software Planning,E
Sonic the Hedgehog 3,GEN,1994.0,Platform,Sega,1.02,0.47,0.2,0.07,1.76,,,,,,
Kid Icarus,NES,1986.0,Platform,Nintendo,0.53,0.12,1.09,0.02,1.76,,,,,,
Def Jam: Fight for NY,PS2,2004.0,Fighting,Electronic Arts,0.86,0.67,0.0,0.22,1.76,83.0,46.0,8.9,73.0,Aki Corp.,M
Tom Clancy's Ghost Recon,XB,2002.0,Shooter,Ubisoft,1.23,0.46,0.0,0.07,1.76,84.0,29.0,6.1,27.0,Red Storm Entertainment,M
State of Emergency,PS2,2002.0,Action,Take-Two Interactive,0.86,0.67,0.0,0.22,1.76,71.0,34.0,5.7,33.0,VIS Entertainment,M
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,2007.0,Action,THQ,1.26,0.47,0.0,0.03,1.76,,,,,,
